ETABLISSEMENT;PRIVE.PUBLIQUE;DEGRE;DENOMINATION;NOM_ECOLE;STATUT;ADRESSE;VILLE;ADRESS;LATITUDE;LONGITUDE;icon
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MICROMEGAS;REALISE;4 RUE VOLTAIRE 86000;POITIERS;4 RUE VOLTAIRE 86000, POITIERS;46,5857743;0,378418;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;LES BAUMIERES;NON DEMANDE;42 RUE DES ECOLES 86410;BOURESSE;42 RUE DES ECOLES 86410, BOURESSE;46,36313972;0,607267528;www/black.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;HORS CONTRAT LES RENARD'EAU ANTIGNY;NON DEMANDE;44 PLACE DE LA MAIRIE 86310;ANTIGNY;44 PLACE DE LA MAIRIE 86310, ANTIGNY;46,5363284;0,8541703;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;VILLENEUVE;NON DEMANDE;44 RUE DE LA VICHOUNE 86300;CHAUVIGNY;44 RUE DE LA VICHOUNE 86300, CHAUVIGNY;46,535412;0,6592542;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;DU JARDIN DES PLANTES;NON DEMANDE;46 BOULEVARD CHASSEIGNE 86000;POITIERS;46 BOULEVARD CHASSEIGNE 86000, POITIERS;46,5886031;0,347199186;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;NON DEMANDE;47 RUE ALIENOR D'AQUITAINE 86100;CHATELLERAULT;47 RUE ALIENOR D'AQUITAINE 86100, CHATELLERAULT;46,7988717;0,5242069;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;SAINTE THERESE;NON DEMANDE;48 RUE D'ANTRAN 86100;CHATELLERAULT;48 RUE D'ANTRAN 86100, CHATELLERAULT;46,8182777;0,5374954;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;JEANNE D ARC;NON DEMANDE;5 ALLEE DES CAPUCINS 86400;CIVRAY;5 ALLEE DES CAPUCINS 86400, CIVRAY;46,15014236;0,293029386;www/black.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;JEANNE D'ARC;NON DEMANDE;5 ALLEE DES CAPUCINS 86400;CIVRAY;5 ALLEE DES CAPUCINS 86400, CIVRAY;46,15014236;0,293029386;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;TONY LAINE;NON DEMANDE;5 AVENUE RHIN ET DANUBE 86000;POITIERS;5 AVENUE RHIN ET DANUBE 86000, POITIERS;46,5676362;0,3420234;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LE CHAT BOTTE;NON DEMANDE;5 BOULEVARD LOCHE ET MATRAS 86200;LOUDUN;5 BOULEVARD LOCHE ET MATRAS 86200, LOUDUN;47,0114244;0,085844;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;DOUSSAY;NON DEMANDE;5 RUE DE LA MAIRIE 86140;DOUSSAY;5 RUE DE LA MAIRIE 86140, DOUSSAY;46,84255555;0,274076265;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LEUGNY;NON DEMANDE;5 RUE DE LA MAIRIE 86220;LEUGNY;5 RUE DE LA MAIRIE 86220, LEUGNY;46,91133797;0,701473992;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;SILLARS;NON DEMANDE;5 RUE DE LA POMPE 86320;SILLARS;5 RUE DE LA POMPE 86320, SILLARS;46,4182692;0,7696257;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;LA SAULEE;NON DEMANDE;5 RUE DES TOURBIERES 86340;ROCHES PREMARIE ANDILLE;GROUPE SCOLAIRE, ROUTE DES TOURBIERES, ROCHES-PREMARIE, ROCHES-PREMARIE-ANDILLE, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86340, FRANCE;46,480816;0,3687718;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIREPUBLIQUE;LE BOURG;NON DEMANDE;5 RUE OMER BERNIER 86180;BUXEROLLES;5 RUE OMER BERNIER 86180, BUXEROLLES;46,61159495;0,361187642;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CHENEVELLES;NON DEMANDE;5 RUE RAYMOND D'ARGENCE 86450;CHENEVELLES;5 RUE RAYMOND D'ARGENCE 86450, CHENEVELLES;46,72839505;0,65311443;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;CLAUDE MONET;NON DEMANDE;5 TER RUE ARSENE LAMBERT 86140;LENCLOITRE;5 TER RUE ARSENE LAMBERT 86140, LENCLOITRE;46,81601649;0,329696764;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LES LUTINS;NON DEMANDE;53 BOULEVARD DU 8 MAI 1945 86200;LOUDUN;53 BOULEVARD DU 8 MAI 1945 86200, LOUDUN;47,00877007;0,080828043;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;JACQUES PREVERT;NON DEMANDE;53 RUE ALIENOR D'AQUITAINE 86100;CHATELLERAULT;53 RUE ALIENOR D'AQUITAINE 86100, CHATELLERAULT;46,7994296;0,52472;www/black.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;SAINT-PIERRE;NON DEMANDE;55 AVENUE DE L'EUROPE 86220;DANGE-SAINT-ROMAIN;55 AVENUE DE L'EUROPE 86220, DANGE-SAINT-ROMAIN;46,93860065;0,606404189;www/black.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;SAINT-PIERRE;NON DEMANDE;55 AVENUE DE L'EUROPE 86220;DANGE-SAINT-ROMAIN;55 AVENUE DE L'EUROPE 86220, DANGE-SAINT-ROMAIN;46,93860065;0,606404189;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;L EAU VIVE;NON DEMANDE;56 RUE DU CENTRE 86440;MIGNE AUXANCES;56 RUE DU CENTRE 86440, MIGNE AUXANCES;46,61956605;0,313644202;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LES TILLEULS;NON DEMANDE;58 RUE PRINCIPALE 86160;ST MAURICE LA CLOUERE;58 RUE PRINCIPALE 86160, ST MAURICE LA CLOUERE;46,378441;0,414684402;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;SAINT NICOLAS;NON DEMANDE;6 AVENUE DE PROVENCE 86500;MONTMORILLON;6 AVENUE DE PROVENCE 86500, MONTMORILLON;46,41827035;0,853156194;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LUSSAC LES CHATEAUX;NON DEMANDE;6 AVENUE DU RECTEUR PINEAU 86320;LUSSAC LES CHATEAUX;6 AVENUE DU RECTEUR PINEAU 86320, LUSSAC LES CHATEAUX;46,40081628;0,726623511;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LIMBRE;NON DEMANDE;6 BIS RUE DES CHILLOUX 86440;MIGNE AUXANCES;6 BIS RUE DES CHILLOUX 86440, MIGNE AUXANCES;46,6251779;0,2797857;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LEODILE BERA;NON DEMANDE;6 PLACE DES ECOLES 86600;LUSIGNAN;6 PLACE DES ECOLES 86600, LUSIGNAN;46,4373061;0,1163381;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;JEAN ROSTAND;NON DEMANDE;6 RUE DE LA JEUNESSE 86170;NEUVILLE-DE-POITOU;6 RUE DE LA JEUNESSE 86170, NEUVILLE-DE-POITOU;46,68047225;0,239805877;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LES HIRONDELLES;NON DEMANDE;6 RUE DES ECOLES 86350;ST SECONDIN;RUE DE L'ECOLE, LA TOUR, SAINT-SECONDIN, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86350, FRANCE;46,32928056;0,49048662;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;PIERRE SUREAU;NON DEMANDE;6 RUE DES ECOLIERS 86230;VELLECHES;6 RUE DES ECOLIERS 86230, VELLECHES;46,9420928;0,5299723;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;ANDERSEN;NON DEMANDE;6 RUE DU FIEF DES HAUSSES 86000;POITIERS;6 RUE DU FIEF DES HAUSSES 86000, POITIERS;46,59228572;0,36006952;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;ROUILLE;NON DEMANDE;6 RUE DU PRE CHAPITRE 86480;ROUILLE;6 RUE DU PRE CHAPITRE 86480, ROUILLE;46,41928135;0,042233118;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;ARSENE LAMBERT;NON DEMANDE;6 RUE DU STADE 86140;LENCLOITRE;6 RUE DU STADE 86140, LENCLOITRE;46,82019765;0,335386854;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PUBLIQUE ELEMENTAIRE;JULES FERRY;NON DEMANDE;6 RUE FRANCOIS MITTERRAND 86170;NEUVILLE DE POITOU;6 RUE FRANCOIS MITTERRAND 86170, NEUVILLE DE POITOU;46,6822989;0,2426519;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LA ROSE DES VENTS;NON DEMANDE;6 RUE SAINT MANDE 86170;AVANTON;6 RUE SAINT MANDE 86170, AVANTON;46,66320193;0,303601334;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;FERDINAND CLOVIS PIN;NON DEMANDE;60 RUE DE LA GANTERIE 86022;POITIERS;60 RUE DE LA GANTERIE 86022, POITIERS;46,5693144;0,3687608;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;MAXIME LEFORT;NON DEMANDE;60 RUE ROGER FURGE 86210;ARCHIGNY;60 RUE ROGER FURGE 86210, ARCHIGNY;46,6736247;0,655855;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;SAVIGNY LEVESCAULT;NON DEMANDE;62 PLACE DE LA MAIRIE 86800;SAVIGNY LEVESCAULT;ECOLE PRIMAIRE SAVIGNY L'EVESCAULT, RUE DE MAIRIE, SAVIGNY-LEVESCAULT, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86800, FRANCE;46,5347909;0,4777904;www/black.png
SECOND DEGRE PRIVE;PRIVE;COLLEGE;COLLEGE;ISAAC DE L'ETOILE;NON DEMANDE;62 RUE DU PORTEAU 86001;POITIERS;62 RUE DU PORTEAU 86001, POITIERS;46,6040063;0,3407528;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;CONDORCET;NON DEMANDE;67 RUE CONDORCET 86000;POITIERS;67 RUE CONDORCET 86000, POITIERS;46,5914886;0,333774;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;ARTHUR RIMBAUD;REALISE;68 RUE DU DOCTEUR ROUX 86190;LATILLE;68 RUE DU DOCTEUR ROUX 86190, LATILLE;46,615255;0,0780017;www/green.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE D APPLICATION;THEOPHRASTE RENAUDOT;NON DEMANDE;69 RUE THEOPHRASTE RENAUDOT 86000;POITIERS;69 RUE THEOPHRASTE RENAUDOT 86000, POITIERS;46,5780069;0,3344262;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MONTHOIRON;NON DEMANDE;7 ALLEE DU PRIEURE 86210;MONTHOIRON;7 ALLEE DU PRIEURE 86210, MONTHOIRON;46,73218638;0,618497558;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;GERARD PHILIPE;NON DEMANDE;7 AVENUE DE LA VIENNE 86300;CHAUVIGNY;7 AVENUE DE LA VIENNE 86300, CHAUVIGNY;46,5662519;0,643541014;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU GERARD PHILIPE;NON DEMANDE;7 AVENUE DE LA VIENNE 86300;CHAUVIGNY;7 AVENUE DE LA VIENNE 86300, CHAUVIGNY;46,5662519;0,643541014;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;PABLO NERUDA;NON DEMANDE;7 BIS BOULEVARD SAINT-JUST 86000;POITIERS;7 BIS BOULEVARD SAINT-JUST 86000, POITIERS;46,58934461;0,379135289;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;PABLO NERUDA;NON DEMANDE;7 BOULEVARD SAINT-JUST 86000;POITIERS;7 BOULEVARD SAINT-JUST 86000, POITIERS;46,58934461;0,379135289;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;NIEUIL L ESPOIR;NON DEMANDE;7 IMPASSE DES ECOLES 86340;NIEUIL L ESPOIR;7 IMPASSE DES ECOLES 86340, NIEUIL L ESPOIR;46,4822931;0,453724934;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;GROUPE SCOLAIRE CLAUDE ROBLIN;NON DEMANDE;7 PLACE DE LA MAIRIE 86190;VILLIERS;7 PLACE DE LA MAIRIE 86190, VILLIERS;46,67599499;0,176153405;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CEAUX EN LOUDUN;NON DEMANDE;7 RUE DES ECOLES 86200;CEAUX EN LOUDUN;7 RUE DES ECOLES 86200, CEAUX EN LOUDUN;47,02612776;0,237614058;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;JEAN ZAY;NON DEMANDE;71 AVENUE CAMILLE PAGE 86100;CHATELLERAULT;71 AVENUE CAMILLE PAGE 86100, CHATELLERAULT;46,8028141;0,5283316;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;JACQUES-YVES COUSTEAU;NON DEMANDE;74 RUE FIRMIN PETIT 86580;VOUNEUIL SOUS BIARD;74 RUE FIRMIN PETIT 86580, VOUNEUIL SOUS BIARD;46,60384982;0,2813409;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JACQUES-YVES COUSTEAU;NON DEMANDE;74 RUE FIRMIN PETIT 86580;VOUNEUIL SOUS BIARD;74 RUE FIRMIN PETIT 86580, VOUNEUIL SOUS BIARD;46,60384982;0,2813409;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;PARIGNY;NON DEMANDE;8 AVENUE DES ACACIAS 86130;JAUNAY MARIGNY;8 AVENUE DES ACACIAS 86130, JAUNAY MARIGNY;46,71170788;0,385515627;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;SAINT VINCENT DE PAUL;NON DEMANDE;8 AVENUE DU RECTEUR PINEAU 86320;LUSSAC LES CHATEAUX;8 AVENUE DU RECTEUR PINEAU 86320, LUSSAC LES CHATEAUX;46,4023736;0,723664615;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JEAN ARNAULT;NON DEMANDE;8 PLACE DE LA MAIRIE 86300;LEIGNES SUR FONTAINE;8 PLACE DE LA MAIRIE 86300, LEIGNES SUR FONTAINE;46,50733824;0,775501963;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LEIGNE SUR USSEAU;NON DEMANDE;8 ROUTE DE SAINT-GERVAIS 86230;LEIGNE SUR USSEAU;8 ROUTE DE SAINT-GERVAIS 86230, LEIGNE SUR USSEAU;46,91251803;0,469000637;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;ST SAUVANT;NON DEMANDE;8 RUE BELLEROCHE 86600;ST SAUVANT;8 RUE BELLEROCHE 86600, ST SAUVANT;46,356696;0,0568497;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;JEAN MERMOZ;NON DEMANDE;8 RUE DE LARNAY 86000;POITIERS;8 RUE DE LARNAY 86000, POITIERS;46,58914786;0,323580934;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CONDORCET;NON DEMANDE;8 RUE DES DAMES DES ROCHES 86000;POITIERS;8 RUE DES DAMES DES ROCHES 86000, POITIERS;46,5907769;0,3341645;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LE PLANTY;NON DEMANDE;8 RUE DES ECOLES 86180;BUXEROLLES;8 RUE DES ECOLES 86180, BUXEROLLES;46,5972254;0,350344;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;STE JEANNE ELISABETH;NON DEMANDE;8 RUE DES HALLES 86370;VIVONNE;8 RUE DES HALLES 86370, VIVONNE;46,4257981;0,262031926;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;PAUL CEZANNE;NON DEMANDE;8 RUE DU 19 MARS 1962 86320;CIVAUX;8 RUE DU 19 MARS 1962 86320, CIVAUX;46,44458446;0,665496327;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;SAVIGNY SOUS FAYE;NON DEMANDE;8 RUE DU LAVOIR 86140;SAVIGNY SOUS FAYE;8 RUE DU LAVOIR 86140, SAVIGNY SOUS FAYE;46,8699311;0,284094568;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;JEAN MOULIN;NON DEMANDE;8 RUE SALVADOR ALLENDE 86036;POITIERS;8 RUE SALVADOR ALLENDE 86036, POITIERS;46,58079795;0,37134174;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU JEAN MOULIN;NON DEMANDE;8 RUE SALVADOR ALLENDE 86036;POITIERS;8 RUE SALVADOR ALLENDE 86036, POITIERS;46,58079795;0,37134174;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;GEORGES DAVID;NON DEMANDE;8 RUE TESTE 86110;MIREBEAU;8 RUE TESTE 86110, MIREBEAU;46,78730613;0,18326873;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;JEAN MOULIN;NON DEMANDE;9 AVENUE JEAN MOULIN 86501;MONTMORILLON;9 AVENUE JEAN MOULIN 86501, MONTMORILLON;46,4280907;0,8747199;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE;TERCE;NON DEMANDE;9 ROUTE DE CHAUVIGNY 86800;TERCE;9 ROUTE DE CHAUVIGNY 86800, TERCE;46,51808141;0,565080787;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;MIXTE NOTRE-DAME;NON DEMANDE;9 ROUTE DE POITIERS 86130;ST GEORGES LES BAILLARGEAUX;9 ROUTE DE POITIERS 86130, ST GEORGES LES BAILLARGEAUX;46,66674055;0,401116314;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;MAGNE;NON DEMANDE;9 RUE ANATOLE DE BRIEY 86160;MAGNE;9, RUE ANATOLE BRIEY, MAGNE, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86160, FRANCE;46,3573891;0,3926992;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;SAINTE MARIE;NON DEMANDE;9 RUE BARBATTE 86000;POITIERS;9 RUE BARBATTE 86000, POITIERS;46,58128175;0,350699946;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;SECTION D'ENSEIGNEMENT GENERAL ET PROFESSIONNEL ADAPTE DU JOACHIM DU BELLAY;NON DEMANDE;9 RUE DES ROCHES 86200;LOUDUN;9 RUE DES ROCHES 86200, LOUDUN;47,01520067;0,090723651;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;JOACHIM DU BELLAY;NON DEMANDE;9 RUE DES ROCHES 86206;LOUDUN;9 RUE DES ROCHES 86206, LOUDUN;47,01520067;0,090723651;www/black.png
PREMIER DEGRE PRIVE;PRIVE;ECOLE;ECOLE PRIMAIRE PRIVEE;JEANNE D ARC;NON DEMANDE;96 GRAND'RUE 86700;COUHE;ECOLE PRIMAIRE PRIVEE JEANNE D'ARC, GRANDE RUE, LE MOULIN, COUHE, VALENCE-EN-POITOU, MONTMORILLON, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86700, FRANCE;46,2993299;0,1814848;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;ROBERT DESNOS;NON DEMANDE;96 RUE DE NANTEUIL 86440;MIGNE AUXANCES;96 RUE DE NANTEUIL 86440, MIGNE AUXANCES;46,6340751;0,3306114;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;COLIGNY-CORNET;NON DEMANDE;97 BIS RUE CORNET 86000;POITIERS;97 BIS RUE CORNET 86000, POITIERS;46,57897058;0,35409423;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;TONY LAINE;NON DEMANDE;ALLEE DES BOULEAUX 86130;DISSAY;ECOLE MATERNELLE TONY LAINE, RUE DES BOULEAUX, DISSAY, POITIERS, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86130, FRANCE;46,7036748;0,417326392;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE ELEMENTAIRE PUBLIQUE;LANGEVIN WALLON;NON DEMANDE;AVENUE DE PARIS 86370;VIVONNE;AVENUE DE PARIS 86370, VIVONNE;46,4350464;0,264545827;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;NICOLAS VANIER;NON DEMANDE;AVENUE DU 14 JUILLET 86800;SEVRES ANXAUMONT;AVENUE DU 14 JUILLET 86800, SEVRES ANXAUMONT;46,5699247;0,465761018;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;CIVRAY;NON DEMANDE;AVENUE HENRI ROUCHER 86400;CIVRAY;AVENUE HENRI ROUCHER 86400, CIVRAY;46,15465759;0,296769686;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;CAMILLE GUERIN;NON DEMANDE;AVENUE MENDES FRANCE 86210;VOUNEUIL-SUR-VIENNE;COLLEGE CAMILLE GUERIN, RUE DU PINAIL, BAS VILLIERS, VOUNEUIL-SUR-VIENNE, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86210, FRANCE;46,71490025;0,545086235;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE PRIMAIRE PUBLIQUE;LA VILLEDIEU DU CLAIN;NON DEMANDE;CHEMIN BOIS VERT 86340;LA VILLEDIEU DU CLAIN;CHEMIN BOIS VERT 86340, LA VILLEDIEU DU CLAIN;46,453513;0,367703332;www/black.png
PREMIER DEGRE PUBLIQUE;PUBLIQUE;ECOLE;ECOLE MATERNELLE PUBLIQUE;LA GIROUETTE;NON DEMANDE;CHEMIN DES ECOLES 86340;LA VILLEDIEU DU CLAIN;CHEMIN DES ECOLES 86340, LA VILLEDIEU DU CLAIN;46,45401302;0,368610242;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;LEON HUET;NON DEMANDE;COLLEGE LEON HUET, RUE DU QUATRIEME ZOUAVE, LES ECOLES, LA ROCHE-POSAY, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86270, FRANCE;LA ROCHE-POSAY;COLLEGE LEON HUET, RUE DU QUATRIEME ZOUAVE, LES ECOLES, LA ROCHE-POSAY, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86270, FRANCE;46,7847542;0,816024772;www/black.png
SECOND DEGRE PUBLIQUE;PUBLIQUE;COLLEGE;COLLEGE;RENE DESCARTES;NON DEMANDE;COLLEGE RENE DESCARTES, 98, BOULEVARD BLOSSAC, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86100, FRANCE;CHATELLERAULT;COLLEGE RENE DESCARTES, 98, BOULEVARD BLOSSAC, CHATELLERAULT, VIENNE, NOUVELLE-AQUITAINE, FRANCE METROPOLITAINE, 86100, FRANCE;46,8194005;0,547275257;www/black.png
